season,season_type,week,game_id,play_id,side,is_playtime_play,is_no_play,play_type,quarter,down,yards_to_go,possession_team_id,game_clock,defender_location,is_ball_carrier,is_offense_play,is_defense_play,is_st_play,is_lined_up_as_qb,was_running_route,was_blitzing,gsis_id,display_name,short_name,esb_id,position_group,position,jersey_number,current_team_id,gsis_it_id,smart_id,first_name,last_name,football_name,player_name,ngs_position,ngs_position_group,uniform_number,team_id,status,headshot,receiver_location_type,is_st_ball_carrier
2026,PRE,0,2026080651,40,away,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0033589,David Moore,D.Moore,MOO249444,WR,WR,83,0750,45039,32004d4f-4f24-9444-1f85-e742d8abb0fb,David,Moore,David,David Moore,WR,WR,83,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/iyawzolvibsds35fwapv,,
2026,PRE,0,2026080651,40,away,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0040644,Trevor Etienne,T.Etienne,ETI437791,RB,RB,23,0750,58319,32004554-4943-7791-4962-5844d8327012,Trevor,Etienne,Trevor,Trevor Etienne,RB,RB,23,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/pcuzq84x7ia5yvmikltb,,
2026,PRE,0,2026080651,40,away,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0039356,Ja'Tavion Sanders,J.Sanders,SAN343203,TE,TE,0,0750,57222,32005341-4e34-3203-cb70-91304b1c422f,Ja'Tavion,Sanders,Ja'Tavion,Ja'Tavion Sanders,TE,TE,00,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/le2akm1cbou170ioctxl,,
2026,PRE,0,2026080651,40,away,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0038840,Brycen Tremayne,B.Tremayne,TRE689049,WR,WR,87,0750,56560,32005452-4568-9049-49ad-8c34a2e1286b,Brycen,Tremayne,Brycen,Brycen Tremayne,WR,WR,87,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/isc094ihkf69vzrlkiql,,
2026,PRE,0,2026080651,40,away,true,false,play_type_kickoff,1,0,0,3800,15:00,,true,false,false,true,false,false,,00-0040394,Anthony Tyus III,A.Tyus,TYU415291,RB,RB,34,0750,58835,32005459-5541-5291-a8ba-f4b18137ddd8,Anthony,Tyus,Anthony,Anthony Tyus III,RB,RB,34,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ycph0v6jfxwkcycuztk0,,true
2026,PRE,0,2026080651,40,away,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0040289,Bam Martin-Scott,B.Martin-Scott,MAR796551,LB,ILB,54,0750,58725,32004d41-5279-6551-b3c5-b0d33d7d4bfc,Tavareon,Martin-Scott,Bam,Bam Martin-Scott,MLB,LB,54,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/fvfw5drjy4cxaotvve69,,
2026,PRE,0,2026080651,40,away,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0038791,Thomas Incoom,T.Incoom,INC485869,LB,OLB,48,0750,56510,3200494e-4348-5869-a898-f9df3b757973,Thomas,Incoom,Thomas,Thomas Incoom,EDGE,DL,48,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rcrh2zr9mxex16czv1eo,,
2026,PRE,0,2026080651,40,away,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0038493,Claudin Cherelus,C.Cherelus,CHE247405,LB,ILB,53,0750,56249,32004348-4524-7405-419d-6ea0a41f5c6d,Claudin,Cherelus,Claudin,Claudin Cherelus,MLB,LB,53,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/nrqd1waoajdyblwerius,,
2026,PRE,0,2026080651,40,away,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0037282,James Mitchell,J.Mitchell,MIT332595,TE,TE,85,0750,54642,32004d49-5433-2595-1036-880278848904,James,Mitchell,James,James Mitchell,TE,WR,85,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/q8b9goebgmuwusl6vqdc,,
2026,PRE,0,2026080651,40,away,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0036825,Feleipe Franks,F.Franks,FRA593646,TE,TE,81,0750,54038,32004652-4159-3646-921f-5b52f2f03a61,Feleipe,Franks,Feleipe,Feleipe Franks,TE,TE,81,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/nbn1wxlh6los4y2am3ro,,
2026,PRE,0,2026080651,40,away,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0036305,Trevis Gipson,T.Gipson,GIP564972,DL,DE,52,0750,52563,32004749-5056-4972-92bf-717d307ebaac,Trevis,Gipson,Trevis,Trevis Gipson,EDGE,DL,52,0750,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/p5qxxhu4ecnzjcfva9b0,,
2026,PRE,0,2026080651,40,home,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0038782,Eku Leota,E.Leota,LEO772615,LB,OLB,54,3800,56501,32004c45-4f77-2615-e3d6-a2255f6293d2,Andrew,Leota,Eku,Eku Leota,EDGE,DL,54,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/yj4vx0pliwqrimhyeiyw,,
2026,PRE,0,2026080651,40,home,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0034357,Isaiah Oliver,I.Oliver,OLI431868,DB,FS,34,3800,46127,32004f4c-4943-1868-2a28-1ad3327a3b81,Muhammad,Oliver,Isaiah,Isaiah Oliver,SAFETY,DB,34,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/kkjrgyvwont6cdbhu9y2,,
2026,PRE,0,2026080651,40,home,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0040501,Austin Keys,A.Keys,KEY455060,LB,ILB,53,3800,58947,32004b45-5945-5060-6fb1-c3bafb99dc5f,Austin,Keys,Austin,Austin Keys,MLB,LB,53,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cs4nlk2pdnx0bbesyghu,,
2026,PRE,0,2026080651,40,home,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0039239,Kalen King,K.King,KIN552601,DB,CB,35,3800,57375,32004b49-4e55-2601-ddd6-31490dc91198,Kalen,King,Kalen,Kalen King,SLOT_CB,DB,35,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ioicfjbnscvcn1hlzvxl,,
2026,PRE,0,2026080651,40,home,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0039864,Dadrion Taylor-Demerson,D.Taylor-Demerson,TAY812808,DB,FS,42,3800,57225,32005441-5981-2808-5fd7-3fe9e12204ea,Dadrion,Taylor-Demerson,Dadrion,Dadrion Taylor-Demerson,SAFETY,DB,42,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/w4wcod46hxptpseyi6o3,,
2026,PRE,0,2026080651,40,home,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0041093,Karson Sharar,K.Sharar,SHA308806,LB,ILB,43,3800,62805,32005348-4130-8806-961d-578f3d9f575e,Karson,Sharar,Karson,Karson Sharar,MLB,LB,43D,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/pn4rwj6bnv1z3xykee5f,,
2026,PRE,0,2026080651,40,home,true,false,play_type_kickoff,1,0,0,3800,15:00,,false,false,false,true,false,false,,00-0038984,Kei'Trel Clark,K.Clark,CLA395333,DB,CB,13,3800,56045,3200434c-4139-5333-4a18-780ebdf70394,Kei'Trel,Clark,Kei'Trel,Kei'Trel Clark,CB,DB,13,3800,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/mcmz4ef4fvvoqapbf8rf,,
