season,season_type,week,scope,threshold,team_id,player_gsis_id,player_display_name,player_short_name,player_esb_id,player_position_group,player_position,player_jersey_number,player_current_team_id,player_season,player_gsis_it_id,player_smart_id,player_first_name,player_last_name,player_football_name,player_ngs_position,player_ngs_position_group,player_uniform_number,player_status,player_headshot,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,rush_attempts,rush_yards,avg_rush_yards,rush_touchdowns,expected_rush_yards,rush_yards_over_expected,rush_yards_over_expected_per_att,rush_pct_over_expected,player_season_type,player_week
2025,POST,19,week,10,0610,00-0037248,James Cook,J.Cook,COO151970,RB,RB,4,0610,2025,54528,3200434f-4f15-1970-d2e5-e575c819187c,James,Cook,James,RB,RB,04,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/anjbznqb9i21wzcgrtbs,4.886521739130434,20.0,2.5400666666666663,15,46,3.066666666666667,0,64.32924356072822,-18.329243560728216,-1.2219495707152144,0.2,POST,19
2025,POST,19,week,10,0750,00-0036555,Chuba Hubbard,C.Hubbard,HUB179324,RB,RB,30,0750,2025,53555,32004855-4217-9324-a63d-319921de85bb,Chuba,Hubbard,Chuba,RB,RB,30,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/pjgml85ghq7oa48dctn7,3.509782608695652,46.15384615384615,2.560923076923077,13,46,3.5384615384615383,2,44.40201182796282,1.5979881720371765,0.1229221670797828,0.6153846153846154,POST,19
2025,POST,19,week,10,0810,00-0036275,D'Andre Swift,D.Swift,SWI228476,RB,RB,4,0810,2025,52443,32005357-4922-8476-53db-e64aaf6e01f5,D'Andre,Swift,D'Andre,RB,RB,04,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/owpmwzoilitcodc6cmxo,4.48462962962963,30.76923076923077,3.0605384615384614,13,54,4.153846153846154,1,51.36035784672397,2.6396421532760286,0.20304939640584835,0.5384615384615384,POST,19
2025,POST,19,week,10,1800,00-0035700,Josh Jacobs,J.Jacobs,JAC734615,RB,RB,8,1800,2025,47807,32004a41-4373-4615-60ca-982d07046841,Joshua,Jacobs,Josh,RB,RB,08,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/drtobqw2mk7yw3edjgwo,5.419818181818181,31.57894736842105,3.019111111111111,19,55,2.8947368421052633,0,57.096137523427664,-2.0961375234276645,-0.11032302754882445,0.3684210526315789,POST,19
2025,POST,19,week,10,2120,00-0034791,Nick Chubb,N.Chubb,CHU033942,RB,RB,21,2120,2025,46104,32004348-5503-3942-d8b2-181bd658412e,Nicholas,Chubb,Nick,RB,RB,21,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/h5y74trx6l8ivpkbmrkt,3.007708333333333,20.0,2.650333333333333,10,48,4.8,0,41.9851420712909,0.01485792870909819,0.0016508809676775765,0.4444444444444444,POST,19
2025,POST,19,week,10,2120,00-0040583,Woody Marks,W.Marks,MAR262884,RB,RB,27,2120,2025,58321,32004d41-5226-2884-e765-cb430266e649,Jo'Quavious,Marks,Woody,RB,RB,27,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/pwvxisrnjitkkghkfcn3,3.037499999999999,36.84210526315789,2.5531052631578954,19,112,5.894736842105263,1,106.47361257154327,5.526387428456729,0.2908624962345647,0.42105263157894735,POST,19
2025,POST,19,week,10,2250,00-0036973,Travis Etienne,T.Etienne,ETI426541,RB,RB,1,2250,2025,53454,32004554-4942-6541-8c54-a69299f0a040,Travis,Etienne,Travis,RB,RB,01,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gc0iljgj34piecyfueyd,3.069850746268657,0.0,2.9686,10,67,6.7,0,47.2229619626497,19.7770380373503,1.97770380373503,0.4,POST,19
2025,POST,19,week,10,2510,00-0037840,Kyren Williams,K.Williams,WIL415359,RB,RB,23,2510,2025,54629,32005749-4c41-5359-809b-caeaa1db84d0,Kyren,Williams,Kyren,RB,RB,23,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/smsyrjrwy0lf0hu9hkvg,3.2984210526315794,0.0,2.5523846153846157,13,57,4.384615384615385,0,66.24508724242975,-9.245087242429747,-0.7111605571099806,0.38461538461538464,POST,19
2025,POST,19,week,10,2510,00-0039738,Blake Corum,B.Corum,COR783995,RB,RB,22,2510,2025,57204,3200434f-5278-3995-2ab1-10c11dc750f2,Blake,Corum,Blake,RB,RB,22,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gytdgnrjj3jk8rlfxz85,3.7095555555555553,9.090909090909092,2.5703,11,45,4.090909090909091,0,55.243268223143986,-10.243268223143986,-0.9312062021039987,0.36363636363636365,POST,19
2025,POST,19,week,10,3200,00-0036875,Rhamondre Stevenson,R.Stevenson,STE703131,RB,RB,38,3200,2025,53549,32005354-4570-3131-4f2a-53760868c1d8,Rhamondre,Stevenson,Rhamondre,RB,RB,38,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ed09migntlyy8ntgvcu1,2.7533962264150946,20.0,2.6361999999999997,10,53,5.3,0,40.85467234699429,12.145327653005708,1.2145327653005709,0.5,POST,19
