season,team_id,abbr,city_state,full_name,nick,team_type,conference_abbr,stadium_name,conference_id,conference_full_name,year_found,division_abbr,division_id,division_full_name,ticket_phone_number,team_site_url,team_site_ticket_url,logo
2017,0200,ATL,Atlanta,Atlanta Falcons,Falcons,TEAM,NFC,Mercedes-Benz Stadium,0015,National Football Conference,1966,NCS,0020,NFC South Division,470-341-4500,http://www.atlantafalcons.com/,http://www.atlantafalcons.com/tickets/,https://static.www.nfl.com/image/private/{formatInstructions}/league/d8m7hzpsbrl6pnqht8op
2017,0325,BAL,Baltimore,Baltimore Ravens,Ravens,TEAM,AFC,M&T Bank Stadium,0011,American Football Conference,1996,ACN,0013,AFC North Division,410-261-RAVE (7283),http://www.baltimoreravens.com/,http://www.baltimoreravens.com/tickets/,https://static.www.nfl.com/image/private/{formatInstructions}/league/ucsdijmddsqcj1i9tddd
2017,0610,BUF,Buffalo,Buffalo Bills,Bills,TEAM,AFC,New Era Field,0011,American Football Conference,1960,ACE,0012,AFC East Division,877-BB-TICKS,http://www.buffalobills.com/,http://www.buffalobills.com/tickets/,https://static.www.nfl.com/image/private/{formatInstructions}/league/giphcy6ie9mxbnldntsf
2017,0750,CAR,Carolina,Carolina Panthers,Panthers,TEAM,NFC,Bank of America Stadium,0015,National Football Conference,1995,NCS,0020,NFC South Division,800-745-3000,http://www.panthers.com/,http://www.panthers.com/tickets/,https://static.www.nfl.com/image/private/{formatInstructions}/league/ervfzgrqdpnc7lh5gqwq
2017,0810,CHI,Chicago,Chicago Bears,Bears,TEAM,NFC,Soldier Field,0015,National Football Conference,1920,NCN,0017,NFC North Division,888-79-BEARS,http://www.chicagobears.com/,http://www.chicagobears.com/tickets/,https://static.www.nfl.com/image/private/{formatInstructions}/league/ra0poq2ivwyahbaq86d2
2017,0920,CIN,Cincinnati,Cincinnati Bengals,Bengals,TEAM,AFC,Paul Brown Stadium,0011,American Football Conference,1968,ACN,0013,AFC North Division,866-621-TDTD (8383),http://www.bengals.com/,http://www.bengals.com/tickets/,https://static.www.nfl.com/image/private/{formatInstructions}/league/okxpteoliyayufypqalq
2017,1050,CLE,Cleveland,Cleveland Browns,Browns,TEAM,AFC,FirstEnergy Stadium,0011,American Football Conference,1946,ACN,0013,AFC North Division,440-824-3434,http://www.clevelandbrowns.com/,http://www.clevelandbrowns.com/tickets/,https://static.www.nfl.com/image/private/{formatInstructions}/league/grxy59mqoflnksp2kocc
2017,1200,DAL,Dallas,Dallas Cowboys,Cowboys,TEAM,NFC,AT&T Stadium,0015,National Football Conference,1960,NCE,0016,NFC East Division,817-892-5000,http://www.dallascowboys.com/,http://www.dallascowboys.com/tickets/index.html,https://static.www.nfl.com/image/private/{formatInstructions}/league/ieid8hoygzdlmzo0tnf6
2017,1400,DEN,Denver,Denver Broncos,Broncos,TEAM,AFC,Sports Authority Field at Mile High,0011,American Football Conference,1960,ACW,0014,AFC West Division,720-258-3333,http://www.denverbroncos.com/,http://www.denverbroncos.com/ticketOffice,https://static.www.nfl.com/image/private/{formatInstructions}/league/t0p7m5cjdjy18rnzzqbx
2017,1540,DET,Detroit,Detroit Lions,Lions,TEAM,NFC,Ford Field,0015,National Football Conference,1930,NCN,0017,NFC North Division,313-262-2011,http://www.detroitlions.com/,http://www.detroitlions.com/tickets/index.html,https://static.www.nfl.com/image/private/{formatInstructions}/league/ocvxwnapdvwevupe4tpr
2017,1800,GB,Green Bay,Green Bay Packers,Packers,TEAM,NFC,Lambeau Field,0015,National Football Conference,1921,NCN,0017,NFC North Division,920-569-7501,http://www.packers.com/,http://www.packers.com/tickets/,https://static.www.nfl.com/image/private/{formatInstructions}/league/gppfvr7n8gljgjaqux2x
2017,2100,TEN,Tennessee,Tennessee Titans,Titans,TEAM,AFC,Nissan Stadium,0011,American Football Conference,1960,ACS,0019,AFC South Division,615-565-4200,http://www.titansonline.com/,http://www.titansonline.com/stadium/tickets/index.php,https://static.www.nfl.com/image/private/{formatInstructions}/league/pln44vuzugjgipyidsre
2017,2120,HOU,Houston,Houston Texans,Texans,TEAM,AFC,NRG Stadium,0011,American Football Conference,2002,ACS,0019,AFC South Division,832-667-2390,http://www.houstontexans.com/,http://www.houstontexans.com/tickets/,https://static.www.nfl.com/image/private/{formatInstructions}/league/bpx88i8nw4nnabuq0oob
2017,2200,IND,Indianapolis,Indianapolis Colts,Colts,TEAM,AFC,Lucas Oil Stadium,0011,American Football Conference,1944,ACS,0019,AFC South Division,800-745-3000,http://www.colts.com/,http://www.colts.com/tickets-and-stadium/index.html,https://static.www.nfl.com/image/private/{formatInstructions}/league/ketwqeuschqzjsllbid5
2017,2250,JAX,Jacksonville,Jacksonville Jaguars,Jaguars,TEAM,AFC,EverBank Field,0011,American Football Conference,1995,ACS,0019,AFC South Division,904-633-2000,http://www.jaguars.com/,http://prod.www.jaguars.clubs.nfl.com/tickets/index.html,https://static.www.nfl.com/image/private/{formatInstructions}/league/qycbib6ivrm9dqaexryk
2017,2310,KC,Kansas City,Kansas City Chiefs,Chiefs,TEAM,AFC,Arrowhead Stadium,0011,American Football Conference,1960,ACW,0014,AFC West Division,816-920-9300,http://www.kcchiefs.com/,http://www.kcchiefs.com/tickets/,https://static.www.nfl.com/image/private/{formatInstructions}/league/ujshjqvmnxce8m4obmvs
2017,2510,LA,Los Angeles Rams,Los Angeles Rams,Rams,TEAM,NFC,Los Angeles Memorial Coliseum,0015,National Football Conference,1937,NCW,0018,NFC West Division,314-425-8830,http://www.therams.com/,http://welcomehomerams.com/,https://static.www.nfl.com/image/private/{formatInstructions}/league/ayvwcmluj2ohkdlbiegi
2017,2520,OAK,Oakland,Oakland Raiders,Raiders,TEAM,AFC,Oakland Coliseum,0011,American Football Conference,1960,ACW,0014,AFC West Division,800-724-3377,http://www.raiders.com/,http://www.raiders.com/Tickets/,https://static.www.nfl.com/image/private/{formatInstructions}/league/y2saimpyifuahldhzetn
2017,2700,MIA,Miami,Miami Dolphins,Dolphins,TEAM,AFC,Hard Rock Stadium,0011,American Football Conference,1966,ACE,0012,AFC East Division,888-FINS-TIX,http://www.miamidolphins.com/,http://www.miamidolphins.com/tickets-and-stadium/index.html,https://static.www.nfl.com/image/private/{formatInstructions}/league/lits6p8ycthy9to70bnt
2017,3000,MIN,Minnesota,Minnesota Vikings,Vikings,TEAM,NFC,U.S. Bank Stadium,0015,National Football Conference,1961,NCN,0017,NFC North Division,612-33-VIKES (84537),http://www.vikings.com/,http://www.vikings.com/tickets/index.html,https://static.www.nfl.com/image/private/{formatInstructions}/league/havlqjq5ynlvco4l9pgu
